     k         norm x 
     0     1.000000 ( 0.25,     0, -0.25,     0,   0.5,  0.25,     0, -0.25,     0,   0.5,  0.25,     0, -0.25,     0,   0.5,  0.25,     0, -0.25,     0,   0.5,  0.25,     0, -0.25,     0,   0.5)
     1     0.333333 ( 0.3125,       0, -0.3125,  0.0625,   0.625,   0.375,       0,  -0.375,  0.0625,    0.75,   0.375,       0,  -0.375,  0.0625,    0.75,   0.375,       0,  -0.375,  0.0625,    0.75,  0.3125,       0, -0.3125,  0.0625,   0.625)
     2     0.157895 ( 0.34375,        0, -0.32812,  0.09375,  0.70312,  0.42188,        0, -0.40625,    0.125,  0.85938,   0.4375,        0, -0.42188,    0.125,  0.89062,  0.42188,        0, -0.40625,    0.125,  0.85938,  0.34375,        0, -0.32812,  0.09375,  0.70312)
     3     0.073171 (  0.35547, 0.0039062,  -0.32812,     0.125,   0.73828,   0.44531, 0.0039062,  -0.40625,   0.16797,   0.92969,   0.46094, 0.0039062,  -0.42188,   0.17969,   0.96094,   0.44531, 0.0039062,  -0.40625,   0.16797,   0.92969,   0.35547, 0.0039062,  -0.32812,     0.125,   0.73828)
     4     0.048356 (   0.3623, 0.0078125,  -0.31934,   0.14453,   0.76367,   0.45508,  0.011719,  -0.39453,   0.20703,    0.9668,   0.47363,  0.011719,  -0.40723,   0.21875,    1.0098,   0.45508,  0.011719,  -0.39453,   0.20703,    0.9668,    0.3623, 0.0078125,  -0.31934,   0.14453,   0.76367)
     5     0.034102 ( 0.36572, 0.013672, -0.31055,  0.16284,  0.77783,  0.46191,  0.02002, -0.37695,  0.23389,  0.99512,  0.48047, 0.022461, -0.38965,  0.25415,   1.0381,  0.46191,  0.02002, -0.37695,  0.23389,  0.99512,  0.36572, 0.013672, -0.31055,  0.16284,  0.77783)
     6     0.023469 (  0.3689, 0.018799, -0.30011,  0.17529,  0.78949,  0.46655, 0.030273, -0.36157,  0.25879,   1.0125,  0.48657, 0.032715, -0.36932,  0.27905,   1.0611,  0.46655, 0.030273, -0.36157,  0.25879,   1.0125,   0.3689, 0.018799, -0.30011,  0.17529,  0.78949)
     7     0.021640 ( 0.37134, 0.024765, -0.29187,  0.18704,  0.79694,  0.47144, 0.039124, -0.34509,  0.27631,   1.0273,  0.49146, 0.044449, -0.35284,  0.30234,    1.076,  0.47144, 0.039124, -0.34509,  0.27631,   1.0273,  0.37134, 0.024765, -0.29187,  0.18704,  0.79694)
     8     0.015602 ( 0.37405, 0.029648, -0.28332,  0.19534,   0.8036,  0.47548, 0.048889, -0.33232,  0.29291,   1.0373,  0.49683, 0.054214, -0.33585,  0.31894,   1.0893,  0.47548, 0.048889, -0.33232,  0.29291,   1.0373,  0.37405, 0.029648, -0.28332,  0.19534,   0.8036)
     9     0.014445 ( 0.37628, 0.034904, -0.27683,   0.2033,  0.80816,  0.47994, 0.056755, -0.31934,  0.30482,   1.0464,  0.50129,  0.06469, -0.32287,  0.33481,   1.0984,  0.47994, 0.056755, -0.31934,  0.30482,   1.0464,  0.37628, 0.034904, -0.27683,   0.2033,  0.80816)
    10     0.011811 ( 0.37871, 0.039051, -0.27029,  0.20904,  0.81243,  0.48358, 0.065048, -0.30953,   0.3163,   1.0528,  0.50614, 0.072983,  -0.3098,  0.34629,   1.1069,  0.48358, 0.065048, -0.30953,   0.3163,   1.0528,  0.37871, 0.039051, -0.27029,  0.20904,  0.81243)
    11     0.010012 ( 0.38066, 0.043369, -0.26536,  0.21461,  0.81547,  0.48748, 0.071521, -0.29968,  0.32466,   1.0589,  0.51004, 0.081611, -0.29995,  0.35743,    1.113,  0.48748, 0.071521, -0.29968,  0.32466,   1.0589,  0.38066, 0.043369, -0.26536,  0.21461,  0.81547)
