     k         norm x 
     0     1.000000 (     0.25,    0.0625,  -0.23438, -0.058594,   0.48535,    0.3125,   0.09375,  -0.28516, -0.085938,   0.59985,   0.32812,   0.10547,  -0.29492, -0.095215,   0.62616,   0.33203,   0.10938,  -0.29639,   -0.0979,   0.63206,   0.33301,    0.1106,  -0.29645, -0.098587,   0.63337)
     1     0.285829 ( 0.34375, 0.050781, -0.32324, 0.019043,  0.65472,  0.44141, 0.078125, -0.40649, 0.029297,  0.82755,  0.46973, 0.090576, -0.42688, 0.032669,  0.87307,  0.47803, 0.095703, -0.43138, 0.033691,  0.88503,  0.39716, 0.049103, -0.37022, 0.074211,  0.73981)
     2     0.136227 ( 0.37305, 0.031982, -0.33887, 0.086288,  0.72846,  0.48022, 0.049072, -0.42184,  0.13116,  0.93317,  0.51221, 0.057526, -0.44076,  0.14929,  0.99187,  0.50127, 0.044128, -0.43329,  0.16881,  0.97512,  0.38759, 0.015376, -0.33593,  0.14317,  0.77957)
     3     0.084547 ( 0.37805, 0.022064, -0.32837,  0.13281,   0.7665,  0.48483, 0.035645, -0.40058,  0.20367,  0.99051,  0.51091,  0.03748, -0.41177,  0.23815,   1.0509,  0.48566, 0.026306, -0.38815,  0.24207,   1.0181,  0.37526,  0.01641, -0.30714,  0.17863,  0.79919)
     4     0.051887 ( 0.37672, 0.020999, -0.31169,  0.16462,  0.78878,  0.48082, 0.034679, -0.37128,   0.2555,   1.0238,  0.50099,  0.03755, -0.37093,   0.2944,   1.0841,  0.47564, 0.035363, -0.35016,  0.28525,   1.0421,  0.37301, 0.025309, -0.28656,  0.19947,   0.8104)
     5     0.033014 ( 0.37545,  0.02461, -0.29551,  0.18719,  0.80275,  0.47778, 0.042166, -0.34219,   0.2908,   1.0444,  0.49774, 0.051085, -0.33672,  0.33086,   1.1043,  0.47653, 0.050691, -0.32183,  0.31266,   1.0569,  0.37546, 0.034899, -0.27187,   0.2128,  0.81741)
     6     0.023563 (  0.3756, 0.030563, -0.28111,  0.20311,  0.81188,  0.47888, 0.054582, -0.31811,  0.31507,   1.0578,  0.50162, 0.067545, -0.31039,  0.35542,   1.1175,  0.48194, 0.065639, -0.30099,  0.33102,   1.0665,  0.37921, 0.043246, -0.26124,   0.2218,  0.82207)
     7     0.017643 ( 0.37736, 0.037708, -0.26932,  0.21441,  0.81806,  0.48339, 0.067633, -0.29925,   0.3321,   1.0669,  0.50822, 0.082777, -0.29051,  0.37253,   1.1265,  0.48827, 0.078325,  -0.2856,  0.34381,   1.0731,  0.38288, 0.049992, -0.25345,  0.22811,   0.8253)
     8     0.013180 ( 0.38027, 0.044646, -0.26005,  0.22253,  0.82236,  0.48903, 0.079301, -0.28479,   0.3443,   1.0733,  0.51502, 0.095534, -0.27558,  0.38475,   1.1328,  0.49406, 0.088495, -0.27418,  0.35294,   1.0778,  0.38601, 0.055264,  -0.2477,  0.23263,   0.8276)
     9     0.009849 ( 0.38342, 0.050668,  -0.2529,  0.22844,  0.82543,  0.49443, 0.088961, -0.27381,  0.35317,   1.0778,  0.52101,  0.10572, -0.26438,  0.39363,   1.1373,  0.49888,  0.09642, -0.26568,  0.35958,   1.0811,  0.38854, 0.059313, -0.24343,  0.23594,  0.82926)
    10     0.007366 ( 0.38628, 0.055585, -0.24745,  0.23279,  0.82766,  0.49906,  0.09664,  -0.2655,  0.35969,   1.0812,  0.52591,  0.11365, -0.25598,  0.40015,   1.1406,  0.50272,   0.1025, -0.25933,  0.36447,   1.0836,  0.39051, 0.062394, -0.24025,  0.23837,  0.83049)
    11     0.005513 ( 0.38866, 0.059464, -0.24331,  0.23601,  0.82929,   0.5028,   0.1026, -0.25925,  0.36452,   1.0836,  0.52979,  0.11973, -0.24967,  0.40498,    1.143,   0.5057,  0.10712, -0.25458,  0.36809,   1.0854,  0.39202, 0.064724, -0.23787,  0.24018,   0.8314)
    12     0.004128 ( 0.39057, 0.062464, -0.24019,   0.2384,   0.8305,  0.50574,  0.10717, -0.25454,  0.36811,   1.0854,  0.53279,  0.12435, -0.24495,  0.40857,   1.1448,  0.50798,  0.11062, -0.25103,  0.37078,   1.0868,  0.39318, 0.066481, -0.23609,  0.24152,  0.83207)
    13     0.003093 ( 0.39205, 0.064757, -0.23785,  0.24019,   0.8314,    0.508,  0.11064, -0.25101,  0.37079,   1.0868,  0.53509,  0.12785,  -0.2414,  0.41125,   1.1462,  0.50972,  0.11326, -0.24836,  0.37279,   1.0878,  0.39405, 0.067803, -0.23476,  0.24253,  0.83257)
